FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,mc_title,mc_slug,mc_releaseDate,mc_criticScore,mc_rating,mc_platforms
2023-09-28 00:00:00,2023-10-05 00:00:00,Thursday,7,,Model Builder,,FFD0E0E3,28 September - 5 October 2023,Model Builder,2023.0,https://ru.wikipedia.org/w/index.php?title=Model_Builder&action=edit&redlink=1,https://www.igromania.ru/news/131003/v-epic-games-store-nachalas-razdacha-simulyatora-model-builder-i-sleshera-soulstice/,Model Builder,model-builder,2022-02-08,0.0,,PC
2023-09-28 00:00:00,2023-10-05 00:00:00,Thursday,7,,Soulstice,,FFD0E0E3,,,,,,Soulstice,soulstice,2022-09-20,68.0,M,"PC, PlayStation 5, Xbox Series X, PlayStation 4"
2023-09-21 00:00:00,2023-09-28 00:00:00,Thursday,7,,Out of Line,,FFD0E0E3,21-28 September 2023,Out of Line,2023.0,https://ru.wikipedia.org/w/index.php?title=Out_of_Line_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.igromania.ru/news/130787/v-egs-nachalas-besplatnaya-razdacha-out-of-line-i-the-forest-quartet/,Out of Line,out-of-line,2021-06-23,69.0,,"PC, Nintendo Switch, Xbox One, PlayStation 4"
2023-09-21 00:00:00,2023-09-28 00:00:00,Thursday,7,,The Forest Quartet,,FFD0E0E3,,,,,,The Forest Quartet,the-forest-quartet,2022-12-08,71.0,E,"PlayStation 5, PC, PlayStation 4, Nintendo Switch"
2023-09-14 00:00:00,2023-10-13 00:00:00,Thursday,29,other,We Were Here Expeditions: The FriendShip,,FFFFF2CC,,,,,,We Were Here Expeditions: The FriendShip,we-were-here-expeditions-the-friendship,2023-09-14,82.0,,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One"
2023-09-14 00:00:00,2023-09-21 00:00:00,Thursday,7,,911 Operator,,FFD0E0E3,14-21 September 2023,911 Operator,2023.0,https://ru.wikipedia.org/wiki/911_Operator,https://dtf.ru/sale/2114159-v-epic-games-store-startovala-razdacha-911-operator-simulyatora-dispetchera-ekstrennyh-sluzhb,911 Operator,911-operator,2017-02-24,68.0,,"PC, Xbox One, PlayStation 4, iOS (iPhone/iPad), Nintendo Switch"
2023-09-07 00:00:00,2023-09-14 00:00:00,Thursday,7,,Spelldrifter,,FFD0E0E3,7-14 September 2023,Spelldrifter,2023.0,https://ru.wikipedia.org/w/index.php?title=Spelldrifter&action=edit&redlink=1,https://www.igromania.ru/news/130333/v-epic-games-store-razdayut-rolevuyu-taktiku-spelldrifter-v-mire-fentezi/,Spelldrifter,spelldrifter,2019-09-19,,,"iOS (iPhone/iPad), PC"
2023-08-31 00:00:00,2023-09-07 00:00:00,Thursday,7,dupe,Cave Story+,,FFD0E0E3,3-10 December 2020,Cave Story+,2020.0,https://ru.wikipedia.org/wiki/Cave_Story,https://dtf.ru/sale/275563-10-dekabrya-v-epic-games-store-nachnetsya-razdacha-pillars-of-eternity-i-tyranny,Cave Story,cave-story,2010-03-22,89.0,E10+,"Wii, 3DS, PC, DS"
2023-08-31 00:00:00,2023-09-07 00:00:00,Thursday,7,dupe,Cave Story+,,FFD0E0E3,31 August - 7 September 2023,Cave Story+,2023.0,https://ru.wikipedia.org/wiki/Cave_Story,https://www.igromania.ru/news/130083/v-epic-games-store-besplatno-razdayut-priklyuchenie-cave-story/,Cave Story,cave-story,2010-03-22,89.0,E10+,"Wii, 3DS, PC, DS"
2023-08-24 00:00:00,2023-08-31 00:00:00,Thursday,7,,Homeworld: Deserts of Kharak,,FFD0E0E3,24-31 August 2023,Homeworld: Deserts of Kharak,2023.0,https://ru.wikipedia.org/wiki/Homeworld:_Deserts_of_Kharak,https://www.igromania.ru/news/129836/v-egs-besplatno-razdayut-dostupnuyu-v-rossii-strategiyu-homeworld-deserts-of-kharak/,Homeworld: Deserts of Kharak,homeworld-deserts-of-kharak,2016-01-20,79.0,E10+,PC
2023-08-17 00:00:00,2023-08-24 00:00:00,Thursday,7,,Black Book,,FFD0E0E3,17-24 August 2023,Black Book,2023.0,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0_(%D0%B8%D0%B3%D1%80%D0%B0),https://dtf.ru/sale/2040675-v-epic-games-store-razdayut-chernuyu-knigu-rpg-v-slavyanskom-settinge-ot-permskoy-studii-morteshka,Black Book,black-book,2021-08-10,75.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One"
2023-08-17 00:00:00,2023-08-24 00:00:00,Thursday,7,,Dodo Peak,,FFD0E0E3,,,,,,Dodo Peak,dodo-peak,2020-07-31,56.0,E,"Nintendo Switch, iOS (iPhone/iPad), PC"
2023-08-10 00:00:00,2023-08-17 00:00:00,Thursday,7,dupe,Europa Universalis IV,,FFD0E0E3,30 September - 7 October 2021,Europa Universalis IV,2021.0,https://ru.wikipedia.org/wiki/Europa_Universalis_IV,https://www.igromania.ru/news/109275/V_Epic_Games_Store_besplatno_otdayut_Europa_Universalis_IV.html,Europa Universalis IV,europa-universalis-iv,2013-08-13,87.0,T,PC
2023-08-10 00:00:00,2023-08-17 00:00:00,Thursday,7,dupe,Europa Universalis IV,,FFD0E0E3,10-17 August 2023,Europa Universalis IV,2023.0,https://ru.wikipedia.org/wiki/Europa_Universalis_IV,https://dtf.ru/sale/2023817-s-17-po-24-avgusta-v-epic-games-store-proydet-razdacha-chernoy-knigi,Europa Universalis IV,europa-universalis-iv,2013-08-13,87.0,T,PC
2023-08-10 00:00:00,2023-08-17 00:00:00,Thursday,7,,Orwell: Keeping an Eye on You,,FFD0E0E3,,,,,,Orwell: Keeping an Eye On You,orwell-keeping-an-eye-on-you,2016-10-27,77.0,M,"PC, iOS (iPhone/iPad), Nintendo Switch"
2023-08-03 00:00:00,2023-08-10 00:00:00,Thursday,7,dupe,Bloons TD 6,,FFD0E0E3,15 December 2022,Bloons TD 6,2022.0,https://ru.wikipedia.org/w/index.php?title=Bloons_TD_6&action=edit&redlink=1,https://www.igromania.ru/news/121625/V_EGS_startovala_zimnyaya_rasprodazha_i_besplatnaya_razdacha_Bloons_TD_6.html,Bloons TD 6,bloons-td-6,2018-06-14,0.0,,"iOS (iPhone/iPad), PC, Xbox One, PlayStation 4"
2023-08-03 00:00:00,2023-08-10 00:00:00,Thursday,7,dupe,Bloons TD 6,,FFD0E0E3,3-10 August 2023,Bloons TD 6,2023.0,https://ru.wikipedia.org/w/index.php?title=Bloons_TD_6&action=edit&redlink=1,https://dtf.ru/sale/2006555-v-epic-games-store-startovala-razdacha-roglayta-loop-hero-ot-rossiyskih-razrabotchikov,Bloons TD 6,bloons-td-6,2018-06-14,0.0,,"iOS (iPhone/iPad), PC, Xbox One, PlayStation 4"
2023-08-03 00:00:00,2023-08-10 00:00:00,Thursday,7,dupe,Bloons TD 6,,FFD0E0E3,8-15 January 2026,Bloons TD 6,2026.0,https://ru.wikipedia.org/w/index.php?title=Bloons_TD_6&action=edit&redlink=1,https://vgtimes.ru/news/143856-halyava-raskryty-sleduyuschie-besplatnye-igry-v-egs.-nachalas-razdacha-bloons-td-6.html,Bloons TD 6,bloons-td-6,2018-06-14,0.0,,"iOS (iPhone/iPad), PC, Xbox One, PlayStation 4"
2023-08-03 00:00:00,2023-08-10 00:00:00,Thursday,7,dupe,Loop Hero,,FFD0E0E3,20 December 2021,Loop Hero,2021.0,https://ru.wikipedia.org/wiki/Loop_Hero,https://dtf.ru/sale/992522-v-epic-games-store-nachalas-razdacha-loop-hero,Loop Hero,loop-hero,2021-03-04,82.0,,"PC, Nintendo Switch, Xbox One, Xbox Series X, iOS (iPhone/iPad)"
2023-07-27 00:00:00,2023-08-03 00:00:00,Thursday,7,,Homeworld Remastered Collection,,FFD0E0E3,27 July - 3 August 2023,Homeworld Remastered Collection,2023.0,https://ru.wikipedia.org/w/index.php?title=Homeworld_Remastered_Collection&action=edit&redlink=1,https://kanobu.ru/news/v-egs-besplatno-razdayut-homeworld-remastered-collection-i-severed-steel-472539/,Homeworld Remastered Collection,homeworld-remastered-collection,2015-02-25,86.0,E10+,PC
2023-07-27 00:00:00,2023-08-03 00:00:00,Thursday,7,dupe,Severed Steel,,FFD0E0E3,27 December 2022,Severed Steel,2022.0,https://ru.wikipedia.org/w/index.php?title=Severed_Steel&action=edit&redlink=1,https://www.igromania.ru/news/121973/Shuter_Severed_Steel_besplatno_razdayut_v_Epic_Games_Store.html,Severed Steel,severed-steel,2021-09-17,73.0,,"PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox Series X, PlayStation 5"
2023-07-20 00:00:00,2023-07-27 00:00:00,Thursday,7,,Murder by Numbers,,FFD0E0E3,,,,,,Murder by Numbers,murder-by-numbers,2020-03-06,79.0,,"PC, Nintendo Switch"
2023-07-20 00:00:00,2023-07-27 00:00:00,Thursday,7,,The Elder Scrolls Online,,FFD0E0E3,20-27 July 2023,The Elder Scrolls Online,2023.0,https://ru.wikipedia.org/wiki/The_Elder_Scrolls_Online,https://dtf.ru/sale/1971389-v-epic-games-store-nachalas-razdacha-the-elder-scrolls-online-dlya-rossiyskih-akkauntov-igra-nedostupna,The Elder Scrolls Online,the-elder-scrolls-online,2014-04-04,71.0,M,PC
2023-07-13 00:00:00,2023-07-20 00:00:00,Thursday,7,,Train Valley 2,,FFD0E0E3,13-20 July 2023,Train Valley 2,2023.0,https://ru.wikipedia.org/w/index.php?title=Train_Valley_2&action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-golovolomki-train-valley-2-471735/,Train Valley 2,train-valley-2,2019-04-15,0.0,,PC
2023-07-06 00:00:00,2023-07-13 00:00:00,Thursday,7,,GRIME,,FFD0E0E3,6-13 July 2023,Grime,2023.0,https://ru.wikipedia.org/w/index.php?title=Grime_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-metroidvanii-grime-471338/,GRIME,grime,2021-08-02,81.0,,"PC, Xbox One, PlayStation 4, Xbox Series X, PlayStation 5, Nintendo Switch"
2023-06-29 00:00:00,2023-07-06 00:00:00,Thursday,7,,The Dungeon of Naheulbeuk: The Amulet Of Chaos,,FFD0E0E3,29 June - 6 July 2023,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,2023.0,https://ru.wikipedia.org/w/index.php?title=The_Dungeon_Of_Naheulbeuk:_The_Amulet_Of_Chaos&action=edit&redlink=1,https://www.igromania.ru/news/127945/v-egs-otdayut-dostupnuyu-v-rossii-the-dungeon-of-naheulbeuk-the-amulet-of-chaos/,The Dungeon of Naheulbeuk: The Amulet of Chaos,the-dungeon-of-naheulbeuk-the-amulet-of-chaos,2020-09-17,72.0,M,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X"
2023-06-22 00:00:00,2023-06-29 00:00:00,Thursday,7,pack,Idle Champions of the Forgotten Realms - Wulfgar's Legends of Renown Pack,,FFD0E0E3,,,,,,Idle Champions of the Forgotten Realms,idle-champions-of-the-forgotten-realms,2018-05-15,0.0,,"iOS (iPhone/iPad), PC, PlayStation 4, Xbox One, Nintendo Switch"
2023-06-22 00:00:00,2023-06-29 00:00:00,Thursday,7,dupe,theHunter: Call of the Wild,,FFD0E0E3,,,,,,theHunter: Call of the Wild,thehunter-call-of-the-wild,2017-02-16,64.0,T,"PC, Xbox One, PlayStation 4"
2023-06-15 00:00:00,2023-06-22 00:00:00,Thursday,7,,Guacamelee! Super Turbo Championship Edition,,FFD0E0E3,,,,,,Guacamelee! Super Turbo Championship Edition,guacamelee-super-turbo-championship-edition,2014-07-01,87.0,E10+,"PlayStation 4, Xbox One, Xbox 360, Wii U, PC, Nintendo Switch"
2023-06-15 00:00:00,2023-06-22 00:00:00,Thursday,7,,Guacamelee! 2,,FFD0E0E3,,,,,,Guacamelee! 2,guacamelee-2,2018-08-21,83.0,E10+,"PlayStation 4, PC, Nintendo Switch, Xbox One"
2023-06-08 00:00:00,2023-06-15 00:00:00,Thursday,7,,PAYDAY 2,,FFB6D7A8,8-15 June 2023,Payday 2,2023.0,https://ru.wikipedia.org/wiki/Payday_2,https://dtf.ru/sale/1876398-v-epic-games-store-startovala-razdacha-payday-2-igru-mozhno-zabrat-do-15-iyunya,Payday 2,payday-2,2013-08-13,79.0,M,"PC, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, Nintendo Switch"
2023-06-01 00:00:00,2023-06-08 00:00:00,Thursday,7,,Midnight Ghost Hunt,,FFB6D7A8,1-8 June 2023,Midnight Ghost Hunt,2023.0,https://ru.wikipedia.org/wiki/Midnight_Ghost_Hunt,https://dtf.ru/sale/1861337-v-epic-games-store-nachalas-razdacha-midnight-ghost-hunt-onlayn-igry-ob-ohote-na-privedeniy,Midnight Ghost Hunt,midnight-ghost-hunt,2024-03-21,0.0,,PC
2023-05-26 00:00:00,2023-06-02 00:00:00,Friday,7,pack2,Train Sim World 2 - LGV Méditerranée: Marseille - Avignon,,FFFFF2CC,,,,,,%,-2025,2025-07-15,,E,"PlayStation 4, PlayStation 5"
2023-05-25 00:00:00,2023-06-01 00:00:00,Thursday,7,,Fallout: New Vegas - Ultimate Edition,,FFB6D7A8,25 May - 1 June 2023,Fallout: New Vegas Ultimate Edition,2023.0,https://ru.wikipedia.org/wiki/Fallout:_New_Vegas,https://kanobu.ru/news/v-egs-startovala-razdacha-fallout-new-vegas-ultimate-edition-469029/,Fallout: New Vegas - Ultimate Edition,fallout-new-vegas-ultimate-edition,2012-02-07,0.0,M,"PlayStation 3, Xbox 360, PC"
2023-05-18 00:00:00,2023-05-25 00:00:00,Thursday,7,dupe,DEATH STRANDING,,FFB6D7A8,25 December 2022,Death Stranding,2022.0,https://ru.wikipedia.org/wiki/Death_Stranding,https://www.igromania.ru/news/121897/V_Epic_Games_Store_besplatno_otdayut_Death_Stranding.html,Death Stranding,death-stranding,2019-11-08,82.0,M,"PlayStation 4, PC"
2023-05-18 00:00:00,2023-05-25 00:00:00,Thursday,7,dupe,DEATH STRANDING,,FFB6D7A8,18-25 May 2023,Death Stranding,2023.0,https://ru.wikipedia.org/wiki/Death_Stranding,https://www.igromania.ru/news/126480/V_Epic_Games_Store_besplatno_razdayut_Death_Stranding.html,Death Stranding,death-stranding,2019-11-08,82.0,M,"PlayStation 4, PC"
2023-05-11 00:00:00,2023-05-18 00:00:00,Thursday,7,pack,The Sims 4 - The Daring Lifestyle Bundle,The Sims 4 - Fashion Street Kit,FFD0E0E3,,,,,,The Sims 4: Eco Lifestyle,the-sims-4-eco-lifestyle,2020-06-05,82.0,T,"PC, PlayStation 4, Xbox One"
2023-05-11 00:00:00,2023-05-18 00:00:00,Thursday,7,-,The Sims 4 - Jungle Adventure Game Pack,The Sims 4 - Jungle Adventure Game Pack,FFD0E0E3,,,,,,The Sims 4: Businesses & Hobbies Expansion Pack,the-sims-4-businesses-and-hobbies-expansion-pack,2025-03-06,70.0,T,"PC, PlayStation 4, Xbox One, Xbox Series X"
2023-05-11 00:00:00,2023-05-18 00:00:00,Thursday,7,-,The Sims 4 - Luxury Party Stuff Pack,The Sims 4 - Luxury Party Stuff Pack,FFD0E0E3,,,,,,The Sims 4: Paranormal Stuff Pack,the-sims-4-paranormal-stuff-pack,2021-01-26,76.0,T,"PC, PlayStation 4, Xbox One"
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,,Against All Odds,,FFD0E0E3,4-11 May 2023,Against All Odds,2023.0,https://ru.wikipedia.org/w/index.php?title=Against_All_Odds_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-besplatno-razdayut-against-all-odds-i-kao-the-kangaro-467843/,Against All Odds,against-all-odds,2023-05-04,,,PC
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,,Kao the Kangaroo,,FFD0E0E3,,,,,,Kao the Kangaroo,kao-the-kangaroo,2022-05-27,65.0,E10+,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One"
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,dupe,Horizon Chase Turbo,,FFD0E0E3,24 June - 1 July 2021,Horizon Chase Turbo,2021.0,https://ru.wikipedia.org/w/index.php?title=Horizon_Chase&action=edit&redlink=1,https://www.igromania.ru/news/106280/V_Epic_Games_Store_besplatno_otdayut_Sonic_Mania_i_Horizon_Chase_Turbo.html,Horizon Chase Turbo,horizon-chase-turbo,2018-11-28,82.0,E,"Nintendo Switch, PlayStation 4, PC, Xbox One, PlayStation Vita"
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,dupe,Horizon Chase Turbo,,FFD0E0E3,16 December 2022,Horizon Chase Turbo,2022.0,https://ru.wikipedia.org/w/index.php?title=Horizon_Chase_Turbo&action=edit&redlink=1,https://ixbt.games/news/2022/12/16/v-epic-games-store-nacalas-besplatnaya-razdaca-horizon-chase-turbo-kotoraya-prodlitsya-lis-sutki.html,Horizon Chase Turbo,horizon-chase-turbo,2018-11-28,82.0,E,"Nintendo Switch, PlayStation 4, PC, Xbox One, PlayStation Vita"
2023-04-27 00:00:00,2023-05-04 00:00:00,Thursday,7,,Breathedge,,FFD0E0E3,27 April - 4 May 2023,Breathedge,2023.0,https://ru.wikipedia.org/w/index.php?title=Breathedge&action=edit&redlink=1,https://www.igromania.ru/news/125819/V_Epic_Games_Store_besplatno_razdayut_kosmicheskuyu_Breathedge_i_Poker_Club.html,Breathedge,breathedge,2021-02-25,71.0,,"PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5"
2023-04-27 00:00:00,2023-05-04 00:00:00,Thursday,7,,Poker Club,,FFD0E0E3,,,,,,Poker Club,poker-club,2021-11-24,50.0,T,"Nintendo Switch, PC, Xbox One, PlayStation 4, PlayStation 5, Xbox Series X"
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,,Beyond Blue,,FFD0E0E3,20-27 April 2023,Beyond Blue,2023.0,https://ru.wikipedia.org/w/index.php?title=Beyond_Blue&action=edit&redlink=1,https://dtf.ru/sale/1681127-v-epic-games-store-nachalas-razdacha-beyond-blue-i-never-alone,Beyond Blue,beyond-blue,2020-06-11,72.0,,"PC, PlayStation 4, Xbox One, iOS (iPhone/iPad), Nintendo Switch"
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,,Beyond Blue,,FFD0E0E3,6-13 February 2025,Beyond Blue,2025.0,https://ru.wikipedia.org/w/index.php?title=Beyond_Blue&action=edit&redlink=1,https://www.igromania.ru/news/147343/v-epic-games-store-stali-besplatno-otdavat-morskoe-priklyuchenie-beyond-blue/,Beyond Blue,beyond-blue,2020-06-11,72.0,,"PC, PlayStation 4, Xbox One, iOS (iPhone/iPad), Nintendo Switch"
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,dupe,Never Alone (Kisima Ingitchuna),,FFD0E0E3,,,,,,Never Alone (2014),never-alone-2014,2014-11-18,72.0,E10+,"PC, Xbox One, PlayStation 4, Wii U, PlayStation 3, iOS (iPhone/iPad)"
2023-04-13 00:00:00,2023-04-20 00:00:00,Thursday,7,,MORDHAU,,FFD0E0E3,13-20 April 2023,Mordhau,2023.0,https://ru.wikipedia.org/wiki/Mordhau,https://3dnews.ru/1085039/v-epic-games-store-nachalas-razdacha-mordhau-i-second-extinction-no-v-rossii-dostupna-tolko-odna-iz-nikh,MORDHAU,mordhau,2019-04-29,81.0,,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One"
2023-04-13 00:00:00,2023-04-20 00:00:00,Thursday,7,dupe,Second Extinction,,FFD0E0E3,21 December 2021,Second Extinction,2021.0,https://ru.wikipedia.org/w/index.php?title=Second_Extinction&action=edit&redlink=1,https://dtf.ru/sale/1001090-v-epic-games-store-nachalas-razdacha-second-extinction-kooperativnogo-shutera-pro-voynu-s-dinozavrami,Second Extinction,second-extinction,TBA,,,"Xbox Series X, Xbox One, PC"
2023-04-06 00:00:00,2023-04-13 00:00:00,Thursday,7,,Dying Light: Enhanced Edition,,FFD0E0E3,6-13 April 2023,Dying Light: Enhanced Edition,2023.0,https://ru.wikipedia.org/wiki/Dying_Light,https://www.igromania.ru/news/125081/V_Epic_Games_Store_besplatno_razdayut_Dying_Light_Enhanced_Edition.html,Dying Light: The Following - Enhanced Edition,dying-light-the-following-enhanced-edition,2016-02-09,87.0,M,"PC, Xbox One, PlayStation 4"
2023-04-06 00:00:00,2023-04-13 00:00:00,Thursday,7,,shapez,,FFD0E0E3,,,,,,shapez,shapez,2020-06-07,,,PC
2023-03-30 00:00:00,2023-04-06 00:00:00,Thursday,7,,The Silent Age,,FFD0E0E3,,,,,,The Silent Age,the-silent-age,2012-12-06,84.0,,"iOS (iPhone/iPad), PC"
2023-03-30 00:00:00,2023-04-06 00:00:00,Thursday,7,,Tunche,,FFD0E0E3,30 March - 6 April 2023,Tunche,2023.0,https://ru.wikipedia.org/w/index.php?title=Tunche&action=edit&redlink=1,https://3dnews.ru/1084261/insayder-raskryl-kakaya-krupnaya-igra-popadyot-v-besplatnuyu-razdachu-epic-games-store-na-sleduyuschey-nedele,Tunche,tunche,2021-11-02,68.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One"
2023-03-23 00:00:00,2023-03-30 00:00:00,Thursday,7,,Chess Ultra,,FFD0E0E3,23-30 March 2023,Chess Ultra,2023.0,https://ru.wikipedia.org/wiki/Chess_Ultra,https://www.igromania.ru/news/124597/V_Epic_Games_Store_besplatno_razdayut_shahmaty_Chess_Ultra.html,Chess Ultra,chess-ultra,2017-11-02,79.0,E,"Nintendo Switch, PC, Xbox One, PlayStation 4"
2023-03-23 00:00:00,2023-03-30 00:00:00,Thursday,7,pack,World of Warships — Starter Pack: Ishizuchi,,FFD0E0E3,,,,,,World of Warships,world-of-warships,2015-09-17,81.0,T,PC
2023-03-16 00:00:00,2023-03-23 00:00:00,Thursday,7,,"Warhammer 40,000: Gladius - Relics of War",,FFD0E0E3,16-23 March 2023,"Warhammer 40,000: Gladius - Relics of War",2023.0,"https://ru.wikipedia.org/wiki/Warhammer_40,000:_Gladius_%E2%80%93_Relics_of_War",https://dtf.ru/sale/1692676-v-epic-games-store-nachalas-razdacha-strategii-warhammer-40-000-gladius-relics-of-war,"Warhammer 40,000: Gladius - Relics of War",warhammer-40000-gladius-relics-of-war,2018-07-12,71.0,,PC
2023-03-09 00:00:00,2023-03-16 00:00:00,Thursday,7,,Call of the Sea,,FFD0E0E3,9-16 March 2023,Call of the Sea,2023.0,https://ru.wikipedia.org/wiki/Call_of_the_Sea,https://kanobu.ru/news/v-egs-startovala-razdacha-call-of-the-sea-464634/,Call of the Sea,call-of-the-sea,2020-12-08,75.0,T,"Xbox Series X, Xbox One, PC, PlayStation 5, PlayStation 4, Nintendo Switch"
2023-03-09 00:00:00,2023-04-07 00:00:00,Thursday,29,pack2,Clash - Lone Fighter Pack,,FFFFF2CC,,,,,,SNK vs. Capcom: Card Fighters' Clash,snk-vs-capcom-card-fighters-clash,2022-01-12,84.0,E,Nintendo Switch
2023-03-02 00:00:00,2023-03-09 00:00:00,Thursday,7,,Rise of Industry,,FFD0E0E3,2-9 March 2023,Rise of Industry,2023.0,https://ru.wikipedia.org/wiki/Rise_of_Industry,https://www.igromania.ru/news/123892/V_Epic_Games_Store_besplatno_razdayut_yekonomicheskuyu_strategiyu_Rise_of_Industry.html,Rise of Industry,rise-of-industry,2019-05-02,62.0,,PC
2023-02-23 00:00:00,2023-03-02 00:00:00,Thursday,7,,Duskers,,FFD0E0E3,23 February - 2 March 2023,Duskers,2023.0,https://ru.wikipedia.org/w/index.php?title=Duskers&action=edit&redlink=1,https://www.igromania.ru/news/123677/V_Epic_Games_Store_besplatno_otdayut_kosmicheskiy_rogalik_Duskers.html,Duskers,duskers,2016-05-18,83.0,,PC
2023-02-16 00:00:00,2023-02-23 00:00:00,Thursday,7,,Warpips,,FFD0E0E3,16-23 February 2023,Warpips,2023.0,https://ru.wikipedia.org/w/index.php?title=Warpips&action=edit&redlink=1,https://www.igromania.ru/news/123476/V_EGS_besplatno_razdayut_voennuyu_strategiyu_Warpips.html,Warpips,warpips,2022-04-21,0.0,,"PC, Nintendo Switch, PlayStation 4, PlayStation 5, Xbox Series X, Xbox One"
2023-02-09 00:00:00,2023-02-16 00:00:00,Thursday,7,,Recipe for Disaster,,FFD0E0E3,9-16 February 2023,Recipe for Disaster,2023.0,https://ru.wikipedia.org/w/index.php?title=Recipe_for_Disaster&action=edit&redlink=1,https://www.igromania.ru/news/123244/V_EGS_besplatno_razdayut_simulyator_upravleniya_restoranom_Recipe_for_Disaster.html,Recipe For Disaster,recipe-for-disaster,April 2026,,,PC
2023-02-02 00:00:00,2023-02-09 00:00:00,Thursday,7,,City of Gangsters,,FFD0E0E3,,,,,,City of Gangsters,city-of-gangsters,2021-08-09,67.0,,PC
2023-02-02 00:00:00,2023-02-09 00:00:00,Thursday,7,,Dishonored: Death of the Outsider,,FFD0E0E3,2-9 February 2023,Dishonored: Death of the Outsider,2023.0,https://ru.wikipedia.org/wiki/Dishonored:_Death_of_the_Outsider,https://www.igromania.ru/news/123004/V_Epic_Games_Store_mozhno_besplatno_zabrat_Dishonored_Death_of_the_Outsider.html,Dishonored: Death of the Outsider,dishonored-death-of-the-outsider,2017-09-15,82.0,M,"PlayStation 4, Xbox One, PC"
2023-01-26 00:00:00,2023-02-02 00:00:00,Thursday,7,,Adios,,FFD0E0E3,26 January - 2 February 2023,Adios,2023.0,https://ru.wikipedia.org/w/index.php?title=Adios_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-razdayut-adios-i-hell-is-others-462526/,Adios,adios,2021-03-16,78.0,,"PC, Xbox One, Nintendo Switch"
2023-01-26 00:00:00,2023-02-02 00:00:00,Thursday,7,,Hell is Others,,FFD0E0E3,,,,,,Hell is Others,hell-is-others,2023-01-26,78.0,,PC
2023-01-25 00:00:00,2023-02-07 00:00:00,Wednesday,13,pack2,The Cycle: Frontier - Fortuna Survivor,,FFFFF2CC,,,,,,The Cycle: Frontier,the-cycle-frontier,2022-06-08,59.0,,PC
2023-01-19 00:00:00,2023-01-26 00:00:00,Thursday,7,,Epistory - Typing Chronicles,,FFD0E0E3,19-26 January 2023,Epistory - Typing Chronicles,2023.0,https://ru.wikipedia.org/w/index.php?title=Epistory_%E2%80%94_Typing_Chronicles&action=edit&redlink=1,https://stopgame.ru/newsdata/56669/v_egs_razdayut_epistory_priklyuchenie_o_pechatanii_slov,Epistory - Typing Chronicles,epistory-typing-chronicles,2016-03-30,74.0,,"PC, Nintendo Switch"
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,free,Divine Knockout (DKO),,FFD0E0E3,,,,,,Divine Knockout,divine-knockout,2022-12-06,74.0,E10+,"Xbox Series X, PC, PlayStation 5, PlayStation 4, Xbox One"
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,,First Class Trouble,,FFD0E0E3,12-19 January 2023,First Class Trouble,2023.0,https://ru.wikipedia.org/w/index.php?title=First_Class_Trouble&action=edit&redlink=1,https://stopgame.ru/newsdata/56571/v_egs_daryat_tri_igry_first_class_trouble_gamedec_i_divine_knockout,First Class Trouble,first-class-trouble,2021-11-02,0.0,E10+,"PlayStation 5, PC, Nintendo Switch, PlayStation 4"
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,,Gamedec - Definitive Edition,,FFD0E0E3,,,,,,Xenoblade Chronicles: Definitive Edition,xenoblade-chronicles-definitive-edition,2020-05-29,89.0,T,Nintendo Switch
